URN,SPT NAME,DATE,TIME,MAT,LAB NO,PURP,"0061: pH, PHUNITS","0062: Cond @ 20C, uS/cm","0072: Colour Filt, HAZEN","0076: Temp Water, CEL","0077: Cond @ 25C, uS/cm","0081: O Diss% Satn, %","0082: O Dissolved, mg/l","0085: BOD ATU, mg/l","0088: BOD  5 Day-O, mg/l","0092: COD as O2, mg/l","0097: PV N/80 4Hrs, mg/l","0099: C - Organic, mg/l","0111: Ammonia(N), mg/l","0114: N-Kjeldahl, mg/l","0116: N Oxidised, mg/l","0117: Nitrate-N, mg/l","0118: Nitrite-N, mg/l","0119: NH3 un-ion, mg/l","0135: Sld Sus@105C, mg/l","0158: Hardness, mg/l","0162: Alky pH 4_5, mg/l","0172: Chloride Ion, mg/l","0180: Orthophospht, mg/l","0182: SiO2 Rv Filt, mg/l","0183: Sulphate SO4, mg/l","0191: OrthophsFilt, mg/l","0207: Sodium - Na, mg/l","0211: Potassium- K, mg/l","0237: Magnesium-Mg, mg/l","0241: Calcium - Ca, mg/l","0301: C - Org Filt, mg/l","0348: Phosphorus-P, mg/l","0461: DtrgtAncSyn, mg/l","0463: Dtrgt NncSyn, mg/l","0664: Oil & Grs Vs, PRES_/AB","0729: Chlorophyl-A, ug/l","0739: Glycols Poly, mg/l","1128: Oscillatoria, NO/ml","1181: WethPresTemp, UNITLESS","1183: WethPresPrec, UNITLESS","1802: Aphanizomenn, NO/ml","1815: Gomphosphaer, NO/ml","1819: Lyngbya, NO/ml","1825: Phormidium, NO/ml","2613: Coelosphaerm, NO/ml","6396: TurbidityNTU, NTU","6406: Anabaena B, NO/ml","6421: Microcystis, NO/ml","6450: Cu Filtered, ug/l","6455: Zinc - as Zn, ug/l","6516: Liqcolour-st, UNITLESS","6517: Liqcolour-mn, UNITLESS","6518: Liqcolour-se, UNITLESS","6519: Solid colour, UNITLESS","6520: Solid quanty, UNITLESS","6521: SolidTexture, UNITLESS","6522: Odour Nature, UNITLESS","6523: OdourStrengt, UNITLESS","6528: Weth-Visibty, UNITLESS","6529: Weth7Dy-Prec, UNITLESS","6530: Weth7Dy-Temp, UNITLESS","6531: Weth7Dy-Vsy, UNITLESS","6821: LAS, mg/l","6832: N Digested, ug/l","6841: Phenol, PRES_/AB","6842: P Digested, ug/l","7887: CHLOROPHYLL, ug/l","7888: CHLOR A, ug/l","8296: Obs Flow ROC, Coded","9238: Nonyl Phenol, ug/l","9638: Foam Visible, PRES_/AB","9686: Nitrogen - N, mg/l","9856: OrthophsFilt, mg/l","9901: O Diss %sat, %","9924: O Diss Conc, mg/l","9943: N Oxid Filt, mg/l","9993: NH3 filt N, mg/l"
49400744,RIVER AIRE AT MALHAM TARN,21-Mar-00,1150,2AZZ,312532,MP,8.45,,,7.9,258,,,1.4,,,,,<0.03,,0.68,0.675,<0.005,<0.0005,5,133,128,9.18,<0.02,<0.2,,,,,0.884,51.7,,,,,,2.93,,,3,1,,,,,,,,,,,1,6,,,0,,,,,1,3,,,819,,<20,,,2,,,,,105,12.4,,
49400744,RIVER AIRE AT MALHAM TARN,19-Apr-00,1155,2AZZ,315816,MP,8.27,,,9.4,263,,,1.4,,,,,<0.03,,0.897,0.89,0.007,<0.0005,11,136,130,9.25,0.024,1.61,,,,,1.98,51,,,,,,4.82,,,,1,,,,,,,,,,,2,6,,,0,,,,,16,3,,,1200,,37,,,2,,,,,80,9.14,,
49400744,RIVER AIRE AT MALHAM TARN,09-May-00,1115,2AZZ,317404,MP,8.66,,,18.6,235,,,1.9,,,,,<0.03,,0.246,0.241,<0.005,<0.001,<2,119,119,8.55,0.027,0.3,,,,,0.86,46.2,,,,,,1.88,,,,1,,,,,,,,,,,1,6,,,,,,,,1,,,,,,,,,,,,,,112,10.4,,
49400744,RIVER AIRE AT MALHAM TARN,10-Jul-00,1400,2AZZ,325159,MP,8.48,,,13.4,229,,,1.1,,,,,<0.03,,<0.2,0.195,<0.005,<0.0007,5.5,107,121,7.65,<0.02,1.33,,,,,0.866,41.4,,,,,,5.6,,,3,2,,,,,,,,,,,2,6,,,5,,,,,1,3,,,450,,<20,,,2,,,,,70,7.29,,
49400744,RIVER AIRE AT MALHAM TARN,11-Jul-00,1250,2AZZ,325340,MP,8.45,,,12.8,226,,,1.8,,,,,0.04,,<0.2,0.195,<0.005,0.0009,3,114,112,7.66,<0.02,1.3,,,,,0.884,44.2,,,,,,7.28,,,3,1,,,,,,,,,,,2,6,,,5,,,,,1,3,,,467,,<20,,,2,,,,,74,7.81,,
49400744,RIVER AIRE AT MALHAM TARN,04-Aug-00,1045,2AZZ,328352,MP,8.44,,,17.3,209,,,1.1,,,,,0.042,,<0.2,0.195,<0.005,0.0013,4,116,108,7.58,<0.02,2,,,,,0.928,44.8,,,,,,2.54,,,3,1,,,,,,,,,,,1,0,0,,0,,,,,2,3,,,329,,<20,,,2,,,,,98,9.39,,
49400744,RIVER AIRE AT MALHAM TARN,04-Oct-00,1305,2AZZ,334896,MP,8.34,,,11.5,348,,,1.6,,,,,0.04,,0.253,0.246,0.007,0.0008,4,143,149,5.87,<0.02,2.28,,,,,0.995,55.8,,,,,,2.12,,,,,,,,,,,,,,,,6,,,0,,,,,,,,,620,,<20,,,2,,,,,100,10.9,,
49400744,RIVER AIRE AT MALHAM TARN,26-Oct-00,1040,2AZZ,337851,MP,8.31,,,7.5,277,,,1.3,,,,,0.04,,0.276,0.269,0.007,0.0006,6,153,155,5.24,<0.02,1.92,,,,,1.01,59.5,,,,,,3.81,,,,,,,,,,,,,,,1,0,0,,0,,,,,,2,,,531,,<20,,,,,,,,103,12.3,,
49400744,RIVER AIRE AT MALHAM TARN,19-Jan-01,1150,2AZZ,346246,PI,8.17,,,0.5,279,,,2.9,,,,,<0.03,,0.598,0.593,0.005,<0.0003,2,152,147,5.53,<0.02,1.59,,,,,0.938,59.4,,,,,,,,,1,,,,,,,,,,,,1,6,,,0,,,,,,2,,,517,,156,,,2,,,,,105,15.1,,
49400744,RIVER AIRE AT MALHAM TARN,17-Jan-02,1244,2AZZ,374964,PI,8.4,,,4.3,271,,,1.98,,,,,<0.03,,0.334,0.329,<0.005,<0.0004,<1,149,140,5.36,0.022,1.06,,,,,1.03,58.1,,,,,,4.4,,,,4,,,,,,,,,,,1,0,0,,,,,,,,,,,686,,45,,,,,,,,92,11.9,,
49400744,RIVER AIRE AT MALHAM TARN,15-May-02,1241,2AZZ,387078,PI,8.5,,,11.5,197,,,<2,,,,,<0.03,,<0.2,0.195,<0.005,<0.0006,2.5,101,101,7.71,<0.02,<0.2,,,,,0.863,38.9,,,,,,1.83,,,,16,,,,,,,,,,,,0,,,,,,,,,3,,,283,,34,,,,,,,,40,4.35,,
49400744,RIVER AIRE AT MALHAM TARN,08-Aug-02,1336,2AZZ,399455,PI,8.4,,,17.6,193,,,1.2,,,,,<0.03,,<0.2,0.195,<0.005,<0.001,63,93.4,90.7,4.24,0.023,0.28,,,,,0.843,36,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,,28,,,,,,,,97,9.23,,
49400744,RIVER AIRE AT MALHAM TARN,13-Feb-03,1135,2AZZ,420763,PI,8,236,,2,,,,,,,,,<0.03,,0.557,0.55,0.007,<0.0003,<2,141,135,5.96,<0.02,0.626,,,,,0.949,55,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,30,,,,,,,,102,14.1,,
49400744,RIVER AIRE AT MALHAM TARN,23-May-03,1606,2AZZ,432807,PI,8.3,168,,12.1,,,,<2,,,,,<0.03,,<0.2,<0.195,<0.005,<0.00064,4,94.3,97.7,6.61,<0.02,0.97,,,,,0.878,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,<20,,0.77,,,,,,97,10.4,,
49400744,RIVER AIRE AT MALHAM TARN,28-Jul-03,1345,2AZZ,441395,PI,9,96.9,,17.9,,,,<2,,,,,0.037,,<0.2,<0.195,<0.005,0.0012,3,46.5,49.5,5.59,<0.02,0.72,,,,,0.747,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,<20,,7.43,,,,,,116,11,,
49400744,RIVER AIRE AT MALHAM TARN,28-Oct-03,1149,2AZZ,453170,PI,7.3,159,,6.1,,,,3.9,,,,,0.101,,<0.2,<0.195,<0.005,0.00028,<1,91.3,90.6,6.62,<0.02,0.506,,,,,1.06,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,70,35.5,,,,,,,106,13.1,,
49400744,RIVER AIRE AT MALHAM TARN,23-Jan-04,1236,2AZZ,462502,PI,8.1,215,,5.2,,,,1.8,,,,,0.112,,0.53,0.521,0.009,0.00144,14,122,126,6.71,<0.02,1.22,,,,,0.842,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,110,8.67,,,,,,,92,11.7,,
49400744,RIVER AIRE AT MALHAM TARN,23-Apr-04,1132,2AZZ,471393,PI,8.3,208,,10,,,,2.7,,,,,0.487,,<0.2,<0.196,<0.004,0.00888,2,120,117,6.84,<0.02,<0.2,,,,,0.853,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,70,10.1,,,,,,,110,12.4,,
49400744,RIVER AIRE AT MALHAM TARN,24-May-04,1118,2AZZ,475268,MS,8.7,,34,16.6,,,,3.4,,,,4.17,1.84,,0.23,,<0.004,0.0543,1,,,,,0.36,,,,,,,,,,,0,,,,,,,,,,,2.7,,,<0.5,<5,,,,,,,,,,,,,,280,0,50,2.3,,,,,0.4,,110,10.7,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,21-Jun-04,1056,2AZZ,478609,MS,8.5,,9.9,14.5,,,,1.5,,,,4.1,0.038,,<0.2,,<0.004,0.00096,3,,,6.97,,0.41,3.7,,3.39,<0.1,0.76,20,,,,,0,,,,,,,,,,,2.3,,,<0.5,<5,,,,,,,,,,,,,,530,0,90,3,,,,,<0.2,,102,10.4,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,21-Jul-04,1159,2AZZ,482607,MS,8.9,120,8.9,7.2,,,,2,,,,4.1,<0.03,,<0.2,,<0.004,<0.00045,2,,,5.58,,0.65,3.76,,3.3,<0.1,0.768,23,,,,,0,,,,,,,,,,,2.4,,,<0.5,77.3,,,,,,,,,,,,,,<200,0,70,12.8,,,,,<0.2,,103,12.4,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,23-Aug-04,1224,2AZZ,486748,MS,7.9,161,19,13.2,,,,2.5,,,,9.61,0.043,,<0.2,,<0.004,0.00079,9,,96.8,4.43,,1.12,3.73,,3.32,<0.1,0.864,35.3,,,,,0,,,,,,,,,,,20,,,1.94,35.6,,,,,,,,,,,,,,<200,0,40,26.1,,,,,0.15,,93,9.73,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,22-Sep-04,1207,2AZZ,490676,MS,7.3,175,20,10.5,,,,1.7,,,,5.06,<0.03,,<0.2,,<0.004,<0.00011,1,,113,6.82,,0.659,3.6,,3.49,<0.1,0.963,38.9,,,,,0,,,,,,,,,,,2.5,,,<0.5,8.87,,,,,,,,,,,,,,<200,0,80,6.03,,,,,0.07,,102,11.4,0.23,<0.03
49400744,RIVER AIRE AT MALHAM TARN,19-Oct-04,1311,2AZZ,493864,MS,8,210,16,7.4,,,,2.3,,,,4.76,<0.03,,0.29,,<0.004,<0.00045,7,,115,5.98,,<0.2,4.02,,3.82,0.288,1.01,47.3,,,,,0,,,,,,,,,,,1.3,,,0.633,41.3,,,,,,,,,,,,,,<200,0,110,15.2,,,,,<0.2,,96,11.5,0.213,<0.03
49400744,RIVER AIRE AT MALHAM TARN,19-Nov-04,1343,2AZZ,497867,MS,7.8,189,28,4.4,,,,1.4,,,,5.11,0.035,0.14,0.33,,0.013,0.00027,1,,136,6.03,,0.88,4.49,,2.93,0.577,0.921,55.1,,,,,0,,,,,,,,,,,1.5,,,<0.5,<5,,,,,,,,,,,,,,470,0,80,6.44,,,,,0.47,,92,11.9,0.374,0.03
49400744,RIVER AIRE AT MALHAM TARN,17-Dec-04,1239,2AZZ,501624,MS,8.1,284,15,5,,,,2.5,,,,,<0.03,0.12,0.43,,<0.004,<0.00038,7,,140,7.16,,0.83,4.78,,2.74,0.73,1.05,57.8,,0.06,,,0,,,,,,,,,,,3.34,,,0.543,9.32,,,,,,,,,,,,,,550,0,60,16.5,,,,,0.55,<0.02,90,11.5,0.42,<0.03
49400744,RIVER AIRE AT MALHAM TARN,24-Jan-05,1240,2AZZ,504626,MS,8.1,239,26,2,,,,2.1,,,,,<0.03,0.39,0.66,,<0.004,<0.0003,4,,135,9.3,,1.13,5.24,,4.11,0.64,0.944,55.2,3.24,0.04,,,0,,,,,,,,,,,1.66,,,<0.5,<5,,,,,,,,,,,,,,1050,0,40,15.4,,,,,1.05,<0.02,106,14.6,0.69,<0.03
49400744,RIVER AIRE AT MALHAM TARN,22-Feb-05,1150,2AZZ,508408,MS,8.7,246,12,0.8,,,,2.6,,,,3.31,0.053,0.27,0.48,,<0.004,0.00049,5,,127,9.23,,0.49,5.32,,4.14,0.647,0.966,51.9,3.31,,,,0,,,,,,,,,,,1.37,,,<0.5,6.04,,,,,,,,,,,,,,750,0,60,14.6,,,,,0.75,0.003,100,14.3,0.858,<0.03
49400744,RIVER AIRE AT MALHAM TARN,18-Mar-05,1007,2AZZ,511433,MS,7.2,230,15,7.9,,,,2.1,,,,3.6,<0.04,0.04,0.46,,<0.004,<0.0001,2,,118,8.95,,0.27,4.84,,4.36,0.675,0.931,52.3,,0.017,,,0,,,,,,,,,,,3.77,,,0.52,14,,,,,,,,,,,,,,500,0,40,13,,,,,0.5,0.001,96,11.4,0.44,<0.03
49400744,RIVER AIRE AT MALHAM TARN,18-Apr-05,1115,2AZZ,514547,MS,8.1,227,9.8,6.5,,,,1.9,,,,3.67,<0.04,,0.36,,<0.004,<0.00056,2,,127,9.51,,<0.2,4.88,,4.36,0.646,0.926,51.6,,0.013,,,,,,,,,,,,,,1.2,,,0.63,21.4,,,,,,,,,,,,,,330,,50,4.56,,,,,0.33,0.002,98,12,0.341,<0.03
49400744,RIVER AIRE AT MALHAM TARN,23-May-05,0836,2AZZ,518554,MS,8.2,198,9.7,10.9,,,,1.5,,,,3.51,<0.04,,<0.2,,<0.004,<0.00078,2,,109,9.6,,<0.2,4.6,,4.47,0.444,0.952,43.5,,0.016,,,0,,,,,,,,,,,<1,,,<0.5,120,,,,,,,,,,,,,,<200,0,<20,3.3,,,,,<0.1,<0.001,98,10.8,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,21-Jun-05,0925,2AZZ,521949,MS,8.3,186,9.2,16.5,,,,1.4,,,,3.79,0.1,>0.18,<0.2,,<0.004,0.00293,2,,87.6,8.56,,0.45,4.19,,4.36,0.211,0.936,37.1,,0.024,,,0,,,,,,,,,,,<1,,,0.508,46.2,,,,,,,,,,,,,,380,0,30,3.76,,,,,0.38,0.002,104,10.1,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,19-Jul-05,1133,2AZZ,526359,MS,9.1,92,11,16.8,,,,1.8,,,,3.7,<0.04,,<0.2,,<0.004,<0.0012,7,,45.1,7.9,,1.03,3.51,,4.22,<0.1,0.804,19.6,,0.018,,,0,,,,,,,,,,,5.78,,,<0.5,6.55,,,,,,,,,,,,,,<200,0,60,10.1,,,,,0.14,0.002,102,9.87,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,24-Aug-05,0836,2AZZ,531241,MS,9.1,85,15,15.6,,,,1.8,,,,,<0.04,>0.15,<0.2,,<0.004,<0.0011,2,,32.1,6.96,,1.69,2.67,,4.24,0.101,0.776,14.2,3.88,0.025,,,0,,,,,,,,,,,2.52,,,<0.5,5.07,,,,,,,,,,,,,,350,0,<20,12.5,,,,,0.35,<0.001,90,8.94,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,16-Sep-05,0822,2AZZ,533859,MS,8.2,123,11,9.5,,,,2.2,,,,,0.04,>0.12,<0.2,,0.004,0.0007,10,,60,8.56,,1.87,3.02,,3.95,<0.1,0.851,26.5,3.99,0.016,,,0,,,,,,,,,,,7.56,,,<0.5,50,,,,,,,,,,,,,,320,0,<20,24.4,,,,,0.32,0.0023,93,10.6,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,14-Oct-05,1228,2AZZ,536961,MS,7.9,156,9.5,10.8,,,,<0.5,,,,,<0.04,>0.3,<0.2,,<0.004,<0.00062,2,,69.8,7.63,,1.48,3.25,,4.03,0.117,0.914,32,4.36,0.009,,,,,,,,,,,,,,<1,,,<0.5,57.6,,,,,,,,,,,,,,500,,<20,8.68,,,,,0.5,0.0027,100,11.1,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,14-Nov-05,1132,2AZZ,540044,MS,8.1,222,26,6.3,,,,1.1,,,,,0.071,0.45,0.39,,0.013,0.00099,2,,115,6.77,,1.68,4.64,,4.41,0.441,1.03,55.2,4.8,0.011,,,0,,,,,,,,,,,<1,,,0.671,41.5,,,,,,,,,,,,,,840,0,50,2.48,,,,,0.84,0.0024,92,11.3,0.49,0.034
49400744,RIVER AIRE AT MALHAM TARN,09-Dec-05,0911,2AZZ,542717,MS,7.6,,,1.8,,,,2.2,,,,,<0.04,,,,<0.004,<0.00016,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591,<5,,,,,,,,,,,,,,780,,<20,,,,,,,,103,14.3,,
49400744,RIVER AIRE AT MALHAM TARN,19-Jan-06,1224,2AZZ,546063,MS,8,234,23,5.2,,,,1.6,,,,,0.04,0.1,0.62,,<0.004,0.00051,2,,141,6.5,,1.32,5.17,,,,,,3.81,0.01,,,0,,,,,,,,,,,1.29,,,0.507,6.86,,,,,,,,,,,,,,720,0,<20,4.48,,,,,0.72,0.0021,90,11.4,0.51,<0.03
49400744,RIVER AIRE AT MALHAM TARN,01-Feb-06,1015,2AZZ,547457,MS,7.9,250,18,0.6,,,,2.1,,,,,0.05,0.17,0.62,,<0.004,0.00036,2,,130,7.3,,1.01,5.22,,,,,,3.25,0.013,,,0,,,,,,,,,,,6.58,,,0.554,10.2,,,,,,,,,,,,,,790,0,<20,1.4,,,,,0.79,0.00162,94,13.5,0.7,<0.03
49400744,RIVER AIRE AT MALHAM TARN,03-Mar-06,0957,2AZZ,551165,MS,7.7,253,15,1.2,,,,2.3,,,,,0.04,0.25,0.53,,<0.004,0.00019,3,,137,8.08,,0.4,5.55,,,,,,3.76,0.017,,,0,,,,,,,,,,,2.58,,,<0.5,<5,,,,,,,,,,,,,,780,0,<20,5.76,,,,,0.78,0.00482,100,14.1,0.65,0.906
49400744,RIVER AIRE AT MALHAM TARN,03-Apr-06,1028,2AZZ,553982,MS,6.5,203,40,8,,,,1.7,,,,,0.04,,0.64,,<0.004,0.00002,2,,117,6.75,,0.32,5.45,,,,,,3.19,0.027,,,0,,,,,,,,,,,1.99,,,1.15,<5,,,,,,,,,,,,,,620,0,20,7.95,,,,,0.62,0.00409,94,11.1,0.469,<0.03
49400744,RIVER AIRE AT MALHAM TARN,03-May-06,1000,2AZZ,557432,MS,7.5,222,8.9,9.8,,,,1.4,,,,,0.04,0.16,0.34,,<0.004,0.00023,3,,109,6.77,,<0.2,4.94,,,,,,3.45,0.012,,,0,,,,,,,,,,,1.43,,,0.839,113,,,,,,,,,,,,,,500,0,<20,1.12,,,,,0.5,<0.001,92.2,10.4,0.38,<0.03
49400744,RIVER AIRE AT MALHAM TARN,01-Jun-06,1005,2AZZ,560839,MS,7.8,195,12,10.9,,,,1.5,,,,,0.098,>0.17,<0.2,,<0.004,0.00121,2,,101.458,4.875,,0.29,4.28,,,,,,5.63,0.018,,,0,,,,,,,,,,,1.64,,,<0.5,9.25,,,,,,,,,,,,,,370,0,<20,4.47,,,,,0.37,0.0012,105,11.6,0.32,<0.03
49400744,RIVER AIRE AT MALHAM TARN,03-Jul-06,0959,2AZZ,032423,MS,8.9,119,,19.6,,,,<1,,,,,0.058,,3.9,,0.00941,0.00212,<3,,177,44.8,,12.5,3.87,,,,,,3.33,0.008,,,0,,,,,,,,,,,<1,,,0.516,<5,,,,,,,,,,,,,,,0,<20,7.67,,,,,,0.0014,111,10.1,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,04-Aug-06,1145,2AZZ,069474,MS,9,101,17.2,17.4,,,,3.75,,,,,0.0381,,<0.2,,<0.004,0.00119,9,,54.2,5.89,,1.55,3.31,,,,,,4.73,0.008,,,,,,,,,,,,,,6.84,,,0.57,21.5,,,,,,,,,,,,,,510,0,25,45.4,,,,0,,0.0011,114,10.9,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,29-Aug-06,1300,2AZZ,091680,MS,8.8,105,13.2,14.6,,,,1.72,,,,,<0.03,,<0.2,,<0.004,<0.00077,7,,44.5,6.09,,1.51,3.27,,,,,,4.77,0.223,,,,,,,,,,,,,,3.46,,,<0.5,13.4,,,,,,,,,,,,,,450,,<20,12.7,,,,,,0.004,98,9.94,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,05-Oct-06,1340,2AZZ,128121,MS,7.9,143,23.5,11.3,,,,<1,,,,,0.0339,,<0.2,,<0.004,0.00054,<3,,56.5,5.93,,0.262,3.9,,,,,,4.5,<0.003,,,0,,,,,,,,,,,1.42,,,2.54,64.7,,,,,,,,,,,,,,440,0,<20,5,,,,,,0.0021,93,10.2,<0.2,0.065
49400744,RIVER AIRE AT MALHAM TARN,07-Nov-06,1150,2AZZ,159932,MS,8.2,,,8.6,,,,<1,,,,,0.327,,0.38,0.348,0.032,0.00538,<3,,,,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,62.7,,,,,,,,,,,,,,1000,,<20,5.53,,,,,,,99,11.5,,
49400744,RIVER AIRE AT MALHAM TARN,29-Nov-06,1220,2AZZ,181258,MS,7.7,214,23.2,6.6,,,,<1,,,,,0.0401,,0.79,,0.0279,0.00029,<3,,121,5.6,,1.01,5,,,,,,4.43,<0.003,,,,,,,,,,,,,,1.13,,,0.848,126,,,,,,,,,,,,,,1310,,<20,3.21,,,,,,0.0024,100,12.2,0.65,<0.03
49400744,RIVER AIRE AT MALHAM TARN,14-Dec-06,1020,2AZZ,193811,MS,8,212,17,8.3,,,,<1.39,,,,,<0.03,,0.709,,0.00434,<0.00048,6,,122,6.59,,1.09,4.97,,,,,,3.11,<0.003,,,0,,,,,,,,,,,3.87,,,0.675,14.8,,,,,,,,,,,,,,1360,0,<20,8.57,,,,,,0.0035,90,10.6,0.74,<0.03
49400744,RIVER AIRE AT MALHAM TARN,24-Jan-07,1210,2AZZ,222931,MS,8.1,226,16.3,2.4,,,,<1,,,,,<0.03,,0.726,0.722,<0.004,<0.00031,<3,,121,7.77,<0.02,0.926,5.3,,,,,,3.72,<0.003,,,,,,,,,,,,,,3.7,,,0.652,5.91,,,,,,,,,,,,,,980,0,<20,4.82,,,,,,0.0031,95,13,0.69,<0.03
49400744,RIVER AIRE AT MALHAM TARN,15-Feb-07,1030,2AZZ,245754,MS,8.3,,,4.5,,,,,,,,,,,,,,,,,,,,,5.48,,,,,,,,,,0,,,,,,,,,,,,,,<0.5,11.4,,,,,,,,,,,,,,,0,,,,,,,,,96,12.4,0.66,<0.03
49400744,RIVER AIRE AT MALHAM TARN,29-Mar-07,1130,2AZZ,282377,MS,7.9,,16,5,251,,,1.4,,,,,<0.03,,0.59,0.586,<0.004,<0.0003,<3,,121,10.1,<0.02,<0.2,<10,,,,,,2.21,0.0043,,,0,,,,,,,,,,,1.3,,,<1,10.9,,,,,,,,,,,,,,880,0,<20,3.5,,,,,,0.0012,97,12.4,0.6,<0.03
49400744,RIVER AIRE AT MALHAM TARN,01-May-07,1200,2AZZ,313769,MS,8.5,,11,13.4,417,,,<1,,,,,<0.03,,0.26,0.256,<0.004,<0.0007,<3,,93,10.4,<0.02,<0.2,<10,,,,,,2.38,<0.003,,,0,,,,,,,,,,,<1,,,<1,<5,,,,,,,,,,,,,,510,0,<20,2.5,,,,,,0.0018,98,10.2,0.23,<0.03
49400744,RIVER AIRE AT MALHAM TARN,15-May-07,1050,2AZZ,327038,MS,8.1,,12,11.4,400,,,<1,,,,,<0.03,>0.19,<0.2,<0.196,<0.004,<0.00061,<3,,96,9.9,<0.02,0.34,<10,,,,,,2.68,0.0108,,,0,,,,,,,,,,,1.2,,,<1,<5,,,,,,,,,,,,,,,0,<20,3.4,,,,,0.39,0.00207,100,10.9,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,25-Jun-07,0950,2AZZ,367624,MS,8.3,,14,13.3,234,,,1.9,,,,,<0.03,>0.23,<0.2,<0.196,<0.004,<0.0007,5,,115,8,<0.02,0.67,<10,,,,,,3.17,0.0148,,,0,,,,,,,,,,,2.3,,,<1,<5,,,,,,,,,,,,,,,0,<20,,,,,,0.43,0.0022,89,9.29,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,19-Jul-07,0945,2AZZ,393803,MS,8.3,,20,15.9,260,,,1.6,,,,,<0.03,>0.25,<0.2,0.191,0.0087,<0.00084,4.2,,130,6.3,<0.02,1.23,<10,,,,,,3.53,0.0077,,,0,,,,,,,,,,,1.7,,,<1,<5,,,,,,,,,,,,,,,0,<20,,,,,,0.45,0.0019,102,10.1,<0.2,<0.03
49400744,RIVER AIRE AT MALHAM TARN,11-Sep-07,1200,2AZZ,446581,MS,8.9,,,17.4,,,,1.6,,,,,<0.03,,,,<0.004,<0.00094,3.4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,4.5,<5,,,,,,,,,,,,,,,0,,,,,,,,,104,9.94,,
49400744,RIVER AIRE AT MALHAM TARN,17-Oct-07,1125,2AZZ,484259,MS,8.6,,,10.4,,,,<1,,,,,<0.03,,,,0.0055,<0.00056,<3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,<1,43.9,,,,,,,,,,,,,,,0,,,,,,,,,106,11.8,,
49400744,RIVER AIRE AT MALHAM TARN,26-Oct-07,1300,2AZZ,493936,MS,8.3,,,7.6,267,,,<1,,,,,<0.03,,<0.2,0.189,0.0108,<0.00046,<3,,134,,<0.02,,,,,,,,,,,,0,,,,,,,,,,,,,,1.1,32.6,,,,,,,,,,,,,,,0,,,,,,,,,102,12.2,,
49400744,RIVER AIRE AT MALHAM TARN,12-Nov-07,1050,2AZZ,507413,MS,8.4,,,4.3,,,,<1,,,,,<0.03,,,,0.0144,<0.00036,<3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,<1,22.8,,,,,,,,,,,,,,,0,,,,,,,,,100,13,,
49400744,RIVER AIRE AT MALHAM TARN,06-Dec-07,1030,2AZZ,529712,MS,8.2,,,6.3,,,,<1,,,,,<0.03,,,,0.0113,<0.00042,<3,,,,,,,,,,,,,,<0.05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,100,12.3,,
49400744,RIVER AIRE AT MALHAM TARN,11-Dec-07,1115,2AZZ,530798,MS,8.3,,,3.5,,,,2,,,,,<0.03,,,,0.0083,<0.00034,<3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3.2,37.7,,,,,,,,,,,,,,,0,,,,,,,,,98,13,,
49400744,RIVER AIRE AT MALHAM TARN,23-Jan-08,1130,2AZZ,561297,MS,8.2,,,6.6,,,,,,,,,<0.03,,,,<0.004,<0.00043,<3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2.7,35.6,,,,,,,,,,,,,,,0,,,,,,,,,98,12,,
